created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Wed Feb 16 23:40:24 +0000 2022,nato,94361,1002,1520,Usa,"What we're covering here 

NATO chief: ""What we see today is that Russia maintains a massive invasion force ready to attack""

https://t.co/GBthUKirjl",covering chief see today russia maintains massive invasion force ready attack,-1
Wed Feb 16 23:40:18 +0000 2022,nato,134259,364560,1640,Usa,"IMPENDING INVASION: As the U.S. and NATO continue to see evidence that Russia is not de-escalating, CBS' @margbrennan discusses Vladimir Putin’s strategy and why delaying the attack may be in his best interest. https://t.co/rBEfBeDkxF",impending invasion continue see evidence russia cbs discus vladimir putin strategy delaying attack may best interest,1
Wed Feb 16 23:38:38 +0000 2022,nato,2287,108,183,Germany,"@dzchicago @Global_Mil_Info Interestingly, I didn't know NATO was carrying out exercises with bridges, infrastructure, field hospitals for thousands of wounded, armed helicopters passing over border towns, very very interesting",interestingly know carrying exercise bridge infrastructure field hospital thousand wounded armed helicopter passing border town interesting,1
Thu Feb 17 00:01:29 +0000 2022,nato,4339,40,230,Usa,"This is a reasonable summary of where things stand with Russia concerning Ukraine. I wouldn’t discount Biden’s speech, Javelin missiles or NATO resolve - it all goes into Putin’s risk calculator as input. As does Germany’s and Macron’s vacillation. https://t.co/ILvly8yBlK",reasonable summary thing stand russia concerning discount biden speech javelin missile resolve putin risk calculator input germany macron vacillation,1
Thu Feb 17 00:01:29 +0000 2022,nato,43,1,25,India,@FGomezIII @Amb_Ulyanov Excuse me brother nato was created against the soviet union and warsaw pact but there is no soviet union no warsaw pact but nato is still there which has come near russias border. There are already 5 nato countries that share border with russia. Then you are saying putin is bully,excuse brother created soviet union warsaw pact soviet union warsaw pact still come near russia border already country share border russia saying putin bully,0
Thu Feb 17 00:00:34 +0000 2022,nato,47887,2406,3023,Usa,@Angry_Staffer I believe Putin blinks. His primary goal was to weaken NATO. Failed miserably. It would be an economic hit and China won’t bail him out. Everything to lose and nothing to gain by invasion,believe putin blink primary goal weaken failed miserably would economic hit china bail everything lose nothing gain invasion,-1
Thu Feb 17 00:00:00 +0000 2022,nato,56691,3180,50,India,"Moscow’s demand for a separate #Russia-NATO treaty has been declined by the US as a ‘non-starter’ because the US understands that #NATO guarantees #Europe’s geographic, demographic, economic &amp; military resources, says @viveksans. 

#Ukraine 

https://t.co/aDs2btyTz6 https://t.co/09n9RZV5eb",moscow demand separate treaty declined understands guarantee geographic demographic economic amp military resource say,-1
Wed Feb 16 23:59:41 +0000 2022,nato,1708,71,221,Usa,@yelkcoh @AxeDane @MMFlint What else would explain the massive troop presence along the border (while potential Ukraine NATO membership appears to be the primary source of dispute and ongoing negotiations)…why are they even negotiating with Russia if there is no issue? 🤷‍♂️,else would explain massive troop presence along border potential membership appears primary source dispute ongoing negotiation even negotiating russia issue,-1
Wed Feb 16 23:58:34 +0000 2022,nato,2206,1,370,Iran,"@CNN @JoeBiden @NATO Then please be ready Russian Weather modification technology no freeze you. it is possible  when you  are  busy ,they  attack to Ukraine .I donot think russia finish invade ukraine and NATO territory.",please ready russian weather modification technology freeze possible busy attack donot think russia finish invade territory,1
Wed Feb 16 23:57:43 +0000 2022,nato,142979,31069,20332,Usa,"Putin may *say* he's pulling back troops, but NATO and U. S. officials see no signs of it.

Putin lies, just to see if anyone buys it.

Who wants to bet Tucker Carlson backs Putin's claims based on ""his own research""?",putin may say pulling back troop official see sign putin lie see anyone buy want bet tucker carlson back putin claim based research,-1
Wed Feb 16 23:55:21 +0000 2022,nato,22781,25565,25936,Usa,#VladimirPozner: How the United States Created Vladimir Putin https://t.co/w4MHfGbQlz #Ukrainethetugofwar #theunionmoujik #USA #Russia #UkrainianConflict #Donbas #NATO #Maidan #Kyiv #Kiev #Moscow #NATOexpansion #Belarus #KievanRus  #MinskProtocol #Geopolitics #BudapestMemorandum,united state created vladimir putin,1
Thu Feb 17 00:15:53 +0000 2022,nato,371,1113,190,Ireland,"@brickmack @SciGuySpace Lmao, they aren't invading. In fact,  they're actually pulling troops from the border now. It was probably all just scare tactics to get NATO to back off",lmao invading fact actually pulling troop border probably scare tactic get back,1
Thu Feb 17 00:15:07 +0000 2022,nato,28558,427,1264,Usa,"SO, Russia has added, Field Hospitals near border, Created a NEW STRATEGIC bridge near Belarus, and added about 7,000 new troops. If this is @KremlinRussia_E way of “Pulling Back”, this is gonna be QUITE a time in history!! #RussiaUkraineCrisis #StandWithUkraine #NATO https://t.co/kDN4LYB80B",russia added field hospital near border created new strategic bridge near belarus added new troop way pulling back gon quite time history,1
Thu Feb 17 00:14:09 +0000 2022,nato,42228,17,583,Netherlands,"USA TODAY: Russia has increased military presence along Ukraine border: US official

A senior administration official said Russia has added up to 7,000 troops along Ukrainian border recently, in contrast to a claim it is pulling back.

https://t.co/ZQgubMODxi",usa today russia increased military presence along border official senior administration official said russia added troop along ukrainian border recently contrast claim pulling back,1
Thu Feb 17 00:13:14 +0000 2022,nato,10180,1432,3696,Usa,"@DailyWorld24 Fake news.
USA is not sending troops to Ukraine.
Troops are going to NATO countries, such as Poland.",fake news usa sending troop troop going country poland,-1
Thu Feb 17 00:13:10 +0000 2022,nato,1716,7,64,Usa,Russia has increased its military presence along the Ukraine border in recent days: US official https://t.co/7cRDE8RId9 via @USATODAY,russia increased military presence along border recent day official via,1
Thu Feb 17 00:12:04 +0000 2022,nato,66874,216807,852,Usa,"A senior administration official said Russia has added up to 7,000 troops along Ukrainian border recently, in contrast to a claim it is pulling back.

       https://t.co/Rmzj7ojIdJ",senior administration official said russia added troop along ukrainian border recently contrast claim pulling back,0
Thu Feb 17 00:11:46 +0000 2022,nato,9228,732,509,England,"@TheBrit96 Think putin trying to find a excuse,   Reported just now they have added 7000 troops just in last 24hours.   Putin wants NATO to keep guessing he knows NATO will not bomb russian forces on Russian soil even if they invade.",think putin trying find excuse reported added troop last putin want keep guessing know bomb russian force russian soil even invade,-1
Thu Feb 17 00:11:37 +0000 2022,nato,8126,45,576,Usa,"US says Russia has added 7,000 troops along Ukraine border, despite claims of pullback
https://t.co/UkL4xE1jMR. Putin is trying to deceive President Biden and NATO.",say russia added troop along border despite claim pullback putin trying deceive president biden,-1
Thu Feb 17 00:11:22 +0000 2022,nato,368792,4568831,904,Usa,"Russia has increased its military presence along the Ukraine border in recent days, US official says https://t.co/29C4C4D13P",russia increased military presence along border recent day official say,1
Thu Feb 17 00:11:10 +0000 2022,nato,269169,704,560,Usa,"“But for President Vladimir V. Putin of Russia, the military base in Poland, and another in Romania, are evidence of what he sees as the threat posed by NATO’s eastward expansion — and part of his justification for his military encirclement of Ukraine.”
https://t.co/BgeghdCbJY",president vladimir putin russia military base poland another romania evidence see threat posed eastward expansion part justification military encirclement,-1
Thu Feb 17 00:10:02 +0000 2022,nato,334847,416782,1891,Usa,"Former U.S. ambassador to Ukraine Bill Taylor and the Quincy Institute’s Anatol Lieven debate whether the Russian national security establishment has legitimate concerns about NATO’s post-Cold War expansion. #HistoryAsItHappens #podcast 
https://t.co/FltvoJof92",former ambassador bill taylor quincy institute lieven debate whether russian national security establishment legitimate concern war expansion,-1
Thu Feb 17 00:09:58 +0000 2022,nato,80906,2662,4993,Usa,"U.S., NATO say no signs Russia pulling back troops from near Ukraine “There’s what Russia says and then there’s what Russia does,” Secretary of State Antony Blinken said Wednesday. https://t.co/J2UhWN8rJ8 via @nbcnews",say sign russia pulling back troop near russia say russia secretary state antony blinken said wednesday via,0
Thu Feb 17 00:29:32 +0000 2022,nato,44377,7261,562,Usa,President Joe Biden is warning Americans to prepare for economic pain if Russia invades Ukraine and his administration decides to levy sanctions on Moscow in response. https://t.co/7MQuDtTMyi,president warning american prepare economic pain russia invades administration decides levy sanction moscow response,-1
Thu Feb 17 00:28:03 +0000 2022,nato,125001,872,4998,England,NATO plans for new possible battlegroups in Europe amid Russia tensions: Stoltenberg https://t.co/jmggVOSGNr,plan new possible battlegroups europe amid russia tension stoltenberg,-1
Thu Feb 17 00:27:53 +0000 2022,nato,72722,7228,7387,Usa,"@OutFrontCNN still pushing the narrative that Russia is the aggressor…,when all along US NATO provoking Russia bc Vlad won’t join the #NewWorldOrder these western world leaders won’t hesitate to sacrifice a few US cities for world control… you’re never getting Islam 😂",still pushing narrative russia along provoking russia vlad join western world leader hesitate sacrifice city world never getting islam,-1
Thu Feb 17 00:25:24 +0000 2022,nato,3709,82,243,Australia,"@bwakefield22 @Tom_Winter NATO is an expicitly anti-Russia alliance.

Why on Earth would they want Russia to join...or Russia want to join!?",expicitly alliance earth would want russia join russia want join,1
Thu Feb 17 00:25:22 +0000 2022,nato,42230,17,583,Netherlands,"Comment: 02162022
#UkraineCrisis
#Russia 
The risk of a Russian invasion of Ukraine is the greatest at the West part of Ukraine to close the Russian encirclement of Ukraine. This a high risk area of possible escalation bc it's at #NATO's E-flank. 
@NATO",comment risk russian invasion greatest west part close russian encirclement high risk area possible escalation,-1
Thu Feb 17 00:24:35 +0000 2022,nato,10060,129,3,England,NATO deploying troops to central &amp; south eastern Europe! Russia accused not removing troops from  Ukrainian border! HRH Prince of Wales faces a police investigation over claims his charity secured a CBE for a Saudi businessman donating £1.5m! Call for Duke of York losing title! https://t.co/NJKWMmPEvx,deploying troop central amp south eastern europe russia accused removing troop ukrainian border hrh prince wale face police investigation claim charity secured cbe saudi businessman donating call duke york losing title,1
Thu Feb 17 00:44:52 +0000 2022,nato,1905,50,427,Usa,@GeorgeTakei It's perfectly understandable he wouldn't want Ukraine to join NATO NATO is a military alliance against Russia specifically and he is the president of Russia. I really see his point of view. @Russia,perfectly understandable would want join military alliance russia specifically president russia really see point view,1
Thu Feb 17 00:44:48 +0000 2022,nato,46762,1615,2831,England,"@tapezh25 @cnnbrk What can NATO do under these circumstances?

Putin is looking for an excuse to start a war, NATO is working to prevent one..",circumstance putin looking excuse start war working prevent one,-1
Thu Feb 17 00:43:32 +0000 2022,nato,3160,30,61,Spain,"Ukraine: Russian video shows tanks leaving annexed Crimea, but NATO and the US are disputing the claim. 
Can NATO and the US understand that Russia do not want to invade anything. Russia don't want missiles at 5 minutes range from Moscow.",russian video show tank leaving annexed crimea disputing claim understand russia want invade anything russia want missile minute range moscow,-1
